item_id,name,category,features_json,description,average_rating,num_reviews,launch_date
97,Eight Sleep SleepAnalyzer,Wearable Devices,"{""has_heart_rate"": true, ""has_temperature"": true, ""has_SpO2"": true, ""has_movement"": false, ""battery_life_days"": 11, ""water_resistant"": false, ""price_range"": ""$250-400"", ""sleep_stages_detected"": true, ""has_haptic_feedback"": true}","Eight Sleep SleepAnalyzer is a wearable sleep tracker with advanced biometric sensors. Provides detailed sleep stage analysis, heart rate variability tracking, and actionable insights.",3.23,162,2024-05-29
98,Apple HeartRate Monitor Elite,Wearable Devices,"{""has_heart_rate"": true, ""has_temperature"": false, ""has_SpO2"": false, ""has_movement"": true, ""battery_life_days"": 9, ""water_resistant"": true, ""price_range"": ""$250-400"", ""sleep_stages_detected"": false, ""has_haptic_feedback"": false}","Apple HeartRate Monitor Elite is a wearable sleep tracker with advanced biometric sensors. Provides detailed sleep stage analysis, heart rate variability tracking, and actionable insights.",3.47,147,2024-03-26
99,Oura WearableSleep,Wearable Devices,"{""has_heart_rate"": false, ""has_temperature"": true, ""has_SpO2"": false, ""has_movement"": false, ""battery_life_days"": 3, ""water_resistant"": true, ""price_range"": ""$250-400"", ""sleep_stages_detected"": true, ""has_haptic_feedback"": true}","Oura WearableSleep is a wearable sleep tracker with advanced biometric sensors. Provides detailed sleep stage analysis, heart rate variability tracking, and actionable insights.",4.12,47,2025-03-16
100,Fitbit SmartBand Pro,Wearable Devices,"{""has_heart_rate"": false, ""has_temperature"": false, ""has_SpO2"": false, ""has_movement"": false, ""battery_life_days"": 10, ""water_resistant"": false, ""price_range"": ""$99-150"", ""sleep_stages_detected"": true, ""has_haptic_feedback"": false}","Fitbit SmartBand Pro is a wearable sleep tracker with advanced biometric sensors. Provides detailed sleep stage analysis, heart rate variability tracking, and actionable insights.",3.0,116,2025-04-04
101,Garmin SleepTracker X,Wearable Devices,"{""has_heart_rate"": false, ""has_temperature"": true, ""has_SpO2"": false, ""has_movement"": true, ""battery_life_days"": 3, ""water_resistant"": true, ""price_range"": ""$250-400"", ""sleep_stages_detected"": true, ""has_haptic_feedback"": true}","Garmin SleepTracker X is a wearable sleep tracker with advanced biometric sensors. Provides detailed sleep stage analysis, heart rate variability tracking, and actionable insights.",3.62,442,2025-03-28
102,Samsung BiometricWatch,Wearable Devices,"{""has_heart_rate"": false, ""has_temperature"": true, ""has_SpO2"": true, ""has_movement"": true, ""battery_life_days"": 8, ""water_resistant"": true, ""price_range"": ""$150-250"", ""sleep_stages_detected"": false, ""has_haptic_feedback"": true}","Samsung BiometricWatch is a wearable sleep tracker with advanced biometric sensors. Provides detailed sleep stage analysis, heart rate variability tracking, and actionable insights.",4.5,129,2025-03-25
103,Whoop OuraRing Plus,Wearable Devices,"{""has_heart_rate"": true, ""has_temperature"": true, ""has_SpO2"": true, ""has_movement"": true, ""battery_life_days"": 10, ""water_resistant"": true, ""price_range"": ""$99-150"", ""sleep_stages_detected"": false, ""has_haptic_feedback"": false}","Whoop OuraRing Plus is a wearable sleep tracker with advanced biometric sensors. Provides detailed sleep stage analysis, heart rate variability tracking, and actionable insights.",4.03,294,2025-09-21
104,Eight Sleep FitSleep Monitor,Wearable Devices,"{""has_heart_rate"": true, ""has_temperature"": false, ""has_SpO2"": true, ""has_movement"": true, ""battery_life_days"": 11, ""water_resistant"": true, ""price_range"": ""$99-150"", ""sleep_stages_detected"": true, ""has_haptic_feedback"": true}","Eight Sleep FitSleep Monitor is a wearable sleep tracker with advanced biometric sensors. Provides detailed sleep stage analysis, heart rate variability tracking, and actionable insights.",4.86,16,2023-07-04
105,Apple NightSense Band,Wearable Devices,"{""has_heart_rate"": false, ""has_temperature"": false, ""has_SpO2"": true, ""has_movement"": true, ""battery_life_days"": 8, ""water_resistant"": true, ""price_range"": ""$250-400"", ""sleep_stages_detected"": true, ""has_haptic_feedback"": true}","Apple NightSense Band is a wearable sleep tracker with advanced biometric sensors. Provides detailed sleep stage analysis, heart rate variability tracking, and actionable insights.",2.88,27,2023-08-01
106,Oura WellnessPod,Wearable Devices,"{""has_heart_rate"": false, ""has_temperature"": true, ""has_SpO2"": true, ""has_movement"": false, ""battery_life_days"": 11, ""water_resistant"": false, ""price_range"": "">$400"", ""sleep_stages_detected"": true, ""has_haptic_feedback"": true}","Oura WellnessPod is a wearable sleep tracker with advanced biometric sensors. Provides detailed sleep stage analysis, heart rate variability tracking, and actionable insights.",3.31,199,2024-02-09
107,Fitbit SleepAnalyzer,Wearable Devices,"{""has_heart_rate"": true, ""has_temperature"": true, ""has_SpO2"": false, ""has_movement"": true, ""battery_life_days"": 6, ""water_resistant"": false, ""price_range"": "">$400"", ""sleep_stages_detected"": true, ""has_haptic_feedback"": true}","Fitbit SleepAnalyzer is a wearable sleep tracker with advanced biometric sensors. Provides detailed sleep stage analysis, heart rate variability tracking, and actionable insights.",3.17,325,2024-03-05
108,Garmin HeartRate Monitor Elite,Wearable Devices,"{""has_heart_rate"": true, ""has_temperature"": true, ""has_SpO2"": false, ""has_movement"": true, ""battery_life_days"": 3, ""water_resistant"": true, ""price_range"": ""$250-400"", ""sleep_stages_detected"": false, ""has_haptic_feedback"": true}","Garmin HeartRate Monitor Elite is a wearable sleep tracker with advanced biometric sensors. Provides detailed sleep stage analysis, heart rate variability tracking, and actionable insights.",4.62,85,2023-05-12
109,Samsung WearableSleep,Wearable Devices,"{""has_heart_rate"": true, ""has_temperature"": true, ""has_SpO2"": true, ""has_movement"": true, ""battery_life_days"": 12, ""water_resistant"": false, ""price_range"": ""$99-150"", ""sleep_stages_detected"": false, ""has_haptic_feedback"": false}","Samsung WearableSleep is a wearable sleep tracker with advanced biometric sensors. Provides detailed sleep stage analysis, heart rate variability tracking, and actionable insights.",4.8,139,2025-02-21
110,Whoop SmartBand Pro,Wearable Devices,"{""has_heart_rate"": true, ""has_temperature"": false, ""has_SpO2"": false, ""has_movement"": true, ""battery_life_days"": 4, ""water_resistant"": false, ""price_range"": ""$250-400"", ""sleep_stages_detected"": false, ""has_haptic_feedback"": true}","Whoop SmartBand Pro is a wearable sleep tracker with advanced biometric sensors. Provides detailed sleep stage analysis, heart rate variability tracking, and actionable insights.",3.5,449,2025-05-02
111,Eight Sleep SleepTracker X,Wearable Devices,"{""has_heart_rate"": false, ""has_temperature"": false, ""has_SpO2"": true, ""has_movement"": false, ""battery_life_days"": 4, ""water_resistant"": false, ""price_range"": ""$99-150"", ""sleep_stages_detected"": false, ""has_haptic_feedback"": true}","Eight Sleep SleepTracker X is a wearable sleep tracker with advanced biometric sensors. Provides detailed sleep stage analysis, heart rate variability tracking, and actionable insights.",3.21,114,2024-05-16
112,Apple BiometricWatch,Wearable Devices,"{""has_heart_rate"": false, ""has_temperature"": false, ""has_SpO2"": true, ""has_movement"": true, ""battery_life_days"": 6, ""water_resistant"": true, ""price_range"": ""$150-250"", ""sleep_stages_detected"": false, ""has_haptic_feedback"": true}","Apple BiometricWatch is a wearable sleep tracker with advanced biometric sensors. Provides detailed sleep stage analysis, heart rate variability tracking, and actionable insights.",4.66,126,2023-11-13
113,Oura OuraRing Plus,Wearable Devices,"{""has_heart_rate"": false, ""has_temperature"": false, ""has_SpO2"": false, ""has_movement"": true, ""battery_life_days"": 6, ""water_resistant"": true, ""price_range"": ""$150-250"", ""sleep_stages_detected"": true, ""has_haptic_feedback"": true}","Oura OuraRing Plus is a wearable sleep tracker with advanced biometric sensors. Provides detailed sleep stage analysis, heart rate variability tracking, and actionable insights.",4.66,472,2025-09-13
114,Fitbit FitSleep Monitor,Wearable Devices,"{""has_heart_rate"": false, ""has_temperature"": true, ""has_SpO2"": false, ""has_movement"": false, ""battery_life_days"": 11, ""water_resistant"": true, ""price_range"": "">$400"", ""sleep_stages_detected"": false, ""has_haptic_feedback"": true}","Fitbit FitSleep Monitor is a wearable sleep tracker with advanced biometric sensors. Provides detailed sleep stage analysis, heart rate variability tracking, and actionable insights.",3.52,267,2024-07-02
115,L-Theanine Pure,Supplements,"{""dosage_mg"": 50, ""natural"": false, ""vegan"": true, ""gluten_free"": true, ""third_party_tested"": false, ""contains_melatonin"": false, ""price_per_bottle"": ""$8"", ""capsules_per_bottle"": 30, ""requires_prescription"": false}",L-Theanine Pure is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,3.52,182,2024-02-25
116,GABA Supplement,Supplements,"{""dosage_mg"": 50, ""natural"": false, ""vegan"": true, ""gluten_free"": true, ""third_party_tested"": true, ""contains_melatonin"": true, ""price_per_bottle"": ""$20"", ""capsules_per_bottle"": 60, ""requires_prescription"": false}",GABA Supplement is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,4.08,240,2024-11-12
117,Phosphatidylserine,Supplements,"{""dosage_mg"": 100, ""natural"": true, ""vegan"": true, ""gluten_free"": true, ""third_party_tested"": false, ""contains_melatonin"": true, ""price_per_bottle"": ""$8"", ""capsules_per_bottle"": 90, ""requires_prescription"": false}",Phosphatidylserine is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,3.28,489,2024-04-15
118,Chamomile Extract,Supplements,"{""dosage_mg"": 5, ""natural"": true, ""vegan"": false, ""gluten_free"": true, ""third_party_tested"": true, ""contains_melatonin"": true, ""price_per_bottle"": ""$8"", ""capsules_per_bottle"": 60, ""requires_prescription"": false}",Chamomile Extract is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,3.82,95,2024-11-12
119,Lavender Oil,Supplements,"{""dosage_mg"": 50, ""natural"": true, ""vegan"": false, ""gluten_free"": false, ""third_party_tested"": true, ""contains_melatonin"": true, ""price_per_bottle"": ""$25"", ""capsules_per_bottle"": 60, ""requires_prescription"": false}",Lavender Oil is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,4.82,202,2023-10-01
120,Melatonin 5mg,Supplements,"{""dosage_mg"": 10, ""natural"": false, ""vegan"": false, ""gluten_free"": true, ""third_party_tested"": true, ""contains_melatonin"": false, ""price_per_bottle"": ""$20"", ""capsules_per_bottle"": 60, ""requires_prescription"": false}",Melatonin 5mg is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,2.75,169,2023-05-13
121,Magnesium Glycinate,Supplements,"{""dosage_mg"": 20, ""natural"": true, ""vegan"": true, ""gluten_free"": true, ""third_party_tested"": false, ""contains_melatonin"": true, ""price_per_bottle"": ""$20"", ""capsules_per_bottle"": 60, ""requires_prescription"": false}",Magnesium Glycinate is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,3.58,166,2024-04-29
122,Valerian Root Extract,Supplements,"{""dosage_mg"": 500, ""natural"": false, ""vegan"": false, ""gluten_free"": false, ""third_party_tested"": true, ""contains_melatonin"": true, ""price_per_bottle"": ""$15"", ""capsules_per_bottle"": 120, ""requires_prescription"": false}",Valerian Root Extract is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,3.34,407,2024-11-05
123,Passionflower Supplement,Supplements,"{""dosage_mg"": 30, ""natural"": true, ""vegan"": true, ""gluten_free"": false, ""third_party_tested"": true, ""contains_melatonin"": true, ""price_per_bottle"": ""$20"", ""capsules_per_bottle"": 120, ""requires_prescription"": false}",Passionflower Supplement is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,4.65,444,2025-10-25
124,Ashwagandha Sleep Blend,Supplements,"{""dosage_mg"": 5, ""natural"": true, ""vegan"": true, ""gluten_free"": true, ""third_party_tested"": false, ""contains_melatonin"": true, ""price_per_bottle"": ""$8"", ""capsules_per_bottle"": 60, ""requires_prescription"": false}",Ashwagandha Sleep Blend is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,4.13,171,2025-02-19
125,L-Theanine Pure,Supplements,"{""dosage_mg"": 100, ""natural"": false, ""vegan"": false, ""gluten_free"": true, ""third_party_tested"": false, ""contains_melatonin"": false, ""price_per_bottle"": ""$8"", ""capsules_per_bottle"": 30, ""requires_prescription"": false}",L-Theanine Pure is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,4.51,285,2024-05-11
126,GABA Supplement,Supplements,"{""dosage_mg"": 50, ""natural"": false, ""vegan"": true, ""gluten_free"": false, ""third_party_tested"": false, ""contains_melatonin"": true, ""price_per_bottle"": ""$8"", ""capsules_per_bottle"": 30, ""requires_prescription"": false}",GABA Supplement is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,4.18,335,2024-01-18
127,Phosphatidylserine,Supplements,"{""dosage_mg"": 10, ""natural"": true, ""vegan"": true, ""gluten_free"": false, ""third_party_tested"": true, ""contains_melatonin"": false, ""price_per_bottle"": ""$25"", ""capsules_per_bottle"": 120, ""requires_prescription"": false}",Phosphatidylserine is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,4.07,218,2024-11-22
128,Chamomile Extract,Supplements,"{""dosage_mg"": 50, ""natural"": true, ""vegan"": true, ""gluten_free"": true, ""third_party_tested"": true, ""contains_melatonin"": false, ""price_per_bottle"": ""$20"", ""capsules_per_bottle"": 60, ""requires_prescription"": false}",Chamomile Extract is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,4.04,192,2024-01-27
129,Lavender Oil,Supplements,"{""dosage_mg"": 500, ""natural"": false, ""vegan"": true, ""gluten_free"": true, ""third_party_tested"": true, ""contains_melatonin"": false, ""price_per_bottle"": ""$15"", ""capsules_per_bottle"": 90, ""requires_prescription"": false}",Lavender Oil is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,3.37,260,2024-03-31
130,Melatonin 5mg,Supplements,"{""dosage_mg"": 200, ""natural"": false, ""vegan"": true, ""gluten_free"": true, ""third_party_tested"": false, ""contains_melatonin"": false, ""price_per_bottle"": ""$12"", ""capsules_per_bottle"": 90, ""requires_prescription"": false}",Melatonin 5mg is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,3.15,179,2025-08-28
131,Magnesium Glycinate,Supplements,"{""dosage_mg"": 10, ""natural"": true, ""vegan"": true, ""gluten_free"": false, ""third_party_tested"": false, ""contains_melatonin"": true, ""price_per_bottle"": ""$8"", ""capsules_per_bottle"": 60, ""requires_prescription"": false}",Magnesium Glycinate is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,3.39,472,2024-07-14
132,Valerian Root Extract,Supplements,"{""dosage_mg"": 100, ""natural"": false, ""vegan"": true, ""gluten_free"": false, ""third_party_tested"": true, ""contains_melatonin"": true, ""price_per_bottle"": ""$20"", ""capsules_per_bottle"": 120, ""requires_prescription"": false}",Valerian Root Extract is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,3.03,65,2023-11-18
133,Passionflower Supplement,Supplements,"{""dosage_mg"": 30, ""natural"": true, ""vegan"": true, ""gluten_free"": true, ""third_party_tested"": false, ""contains_melatonin"": true, ""price_per_bottle"": ""$8"", ""capsules_per_bottle"": 30, ""requires_prescription"": false}",Passionflower Supplement is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,3.68,224,2023-06-12
134,Ashwagandha Sleep Blend,Supplements,"{""dosage_mg"": 500, ""natural"": true, ""vegan"": true, ""gluten_free"": true, ""third_party_tested"": false, ""contains_melatonin"": false, ""price_per_bottle"": ""$25"", ""capsules_per_bottle"": 90, ""requires_prescription"": false}",Ashwagandha Sleep Blend is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,4.79,143,2023-05-04
135,L-Theanine Pure,Supplements,"{""dosage_mg"": 30, ""natural"": true, ""vegan"": true, ""gluten_free"": false, ""third_party_tested"": false, ""contains_melatonin"": false, ""price_per_bottle"": ""$25"", ""capsules_per_bottle"": 120, ""requires_prescription"": false}",L-Theanine Pure is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,2.51,103,2023-09-21
136,GABA Supplement,Supplements,"{""dosage_mg"": 20, ""natural"": false, ""vegan"": false, ""gluten_free"": true, ""third_party_tested"": false, ""contains_melatonin"": false, ""price_per_bottle"": ""$20"", ""capsules_per_bottle"": 90, ""requires_prescription"": false}",GABA Supplement is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,3.42,464,2024-06-19
137,Phosphatidylserine,Supplements,"{""dosage_mg"": 20, ""natural"": false, ""vegan"": true, ""gluten_free"": true, ""third_party_tested"": true, ""contains_melatonin"": false, ""price_per_bottle"": ""$12"", ""capsules_per_bottle"": 30, ""requires_prescription"": false}",Phosphatidylserine is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,4.2,429,2023-06-18
138,Chamomile Extract,Supplements,"{""dosage_mg"": 100, ""natural"": true, ""vegan"": false, ""gluten_free"": false, ""third_party_tested"": false, ""contains_melatonin"": false, ""price_per_bottle"": ""$12"", ""capsules_per_bottle"": 30, ""requires_prescription"": false}",Chamomile Extract is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,2.86,441,2024-12-11
139,Lavender Oil,Supplements,"{""dosage_mg"": 500, ""natural"": false, ""vegan"": false, ""gluten_free"": false, ""third_party_tested"": true, ""contains_melatonin"": false, ""price_per_bottle"": ""$25"", ""capsules_per_bottle"": 90, ""requires_prescription"": false}",Lavender Oil is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,3.01,269,2024-10-26
140,Melatonin 5mg,Supplements,"{""dosage_mg"": 500, ""natural"": false, ""vegan"": true, ""gluten_free"": true, ""third_party_tested"": false, ""contains_melatonin"": false, ""price_per_bottle"": ""$8"", ""capsules_per_bottle"": 90, ""requires_prescription"": false}",Melatonin 5mg is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,4.74,56,2023-11-04
141,Magnesium Glycinate,Supplements,"{""dosage_mg"": 10, ""natural"": false, ""vegan"": false, ""gluten_free"": false, ""third_party_tested"": false, ""contains_melatonin"": true, ""price_per_bottle"": ""$20"", ""capsules_per_bottle"": 60, ""requires_prescription"": false}",Magnesium Glycinate is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,3.83,110,2025-03-30
142,Valerian Root Extract,Supplements,"{""dosage_mg"": 500, ""natural"": true, ""vegan"": true, ""gluten_free"": false, ""third_party_tested"": true, ""contains_melatonin"": true, ""price_per_bottle"": ""$15"", ""capsules_per_bottle"": 120, ""requires_prescription"": false}",Valerian Root Extract is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,3.89,305,2023-12-25
143,Passionflower Supplement,Supplements,"{""dosage_mg"": 200, ""natural"": true, ""vegan"": false, ""gluten_free"": false, ""third_party_tested"": false, ""contains_melatonin"": true, ""price_per_bottle"": ""$15"", ""capsules_per_bottle"": 90, ""requires_prescription"": false}",Passionflower Supplement is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,3.11,300,2024-06-07
144,Ashwagandha Sleep Blend,Supplements,"{""dosage_mg"": 100, ""natural"": true, ""vegan"": true, ""gluten_free"": false, ""third_party_tested"": false, ""contains_melatonin"": false, ""price_per_bottle"": ""$25"", ""capsules_per_bottle"": 120, ""requires_prescription"": false}",Ashwagandha Sleep Blend is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,4.53,153,2024-06-28
145,L-Theanine Pure,Supplements,"{""dosage_mg"": 5, ""natural"": false, ""vegan"": false, ""gluten_free"": true, ""third_party_tested"": false, ""contains_melatonin"": true, ""price_per_bottle"": ""$25"", ""capsules_per_bottle"": 60, ""requires_prescription"": false}",L-Theanine Pure is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,3.49,475,2025-09-18
146,GABA Supplement,Supplements,"{""dosage_mg"": 10, ""natural"": false, ""vegan"": false, ""gluten_free"": false, ""third_party_tested"": false, ""contains_melatonin"": false, ""price_per_bottle"": ""$15"", ""capsules_per_bottle"": 120, ""requires_prescription"": false}",GABA Supplement is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,2.62,257,2024-11-03
147,Phosphatidylserine,Supplements,"{""dosage_mg"": 20, ""natural"": true, ""vegan"": true, ""gluten_free"": false, ""third_party_tested"": false, ""contains_melatonin"": false, ""price_per_bottle"": ""$12"", ""capsules_per_bottle"": 90, ""requires_prescription"": false}",Phosphatidylserine is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,4.72,288,2025-02-10
148,Chamomile Extract,Supplements,"{""dosage_mg"": 200, ""natural"": true, ""vegan"": false, ""gluten_free"": true, ""third_party_tested"": true, ""contains_melatonin"": true, ""price_per_bottle"": ""$20"", ""capsules_per_bottle"": 90, ""requires_prescription"": false}",Chamomile Extract is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,4.9,418,2025-09-16
149,Lavender Oil,Supplements,"{""dosage_mg"": 10, ""natural"": false, ""vegan"": true, ""gluten_free"": true, ""third_party_tested"": true, ""contains_melatonin"": false, ""price_per_bottle"": ""$15"", ""capsules_per_bottle"": 30, ""requires_prescription"": false}",Lavender Oil is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,4.95,467,2025-02-12
150,Melatonin 5mg,Supplements,"{""dosage_mg"": 100, ""natural"": true, ""vegan"": true, ""gluten_free"": true, ""third_party_tested"": false, ""contains_melatonin"": true, ""price_per_bottle"": ""$12"", ""capsules_per_bottle"": 30, ""requires_prescription"": false}",Melatonin 5mg is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,4.08,141,2023-10-18
151,Magnesium Glycinate,Supplements,"{""dosage_mg"": 50, ""natural"": false, ""vegan"": false, ""gluten_free"": true, ""third_party_tested"": false, ""contains_melatonin"": true, ""price_per_bottle"": ""$15"", ""capsules_per_bottle"": 120, ""requires_prescription"": false}",Magnesium Glycinate is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,3.28,185,2023-09-06
152,Valerian Root Extract,Supplements,"{""dosage_mg"": 10, ""natural"": false, ""vegan"": false, ""gluten_free"": false, ""third_party_tested"": true, ""contains_melatonin"": true, ""price_per_bottle"": ""$25"", ""capsules_per_bottle"": 60, ""requires_prescription"": false}",Valerian Root Extract is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,4.21,271,2023-10-30
153,Passionflower Supplement,Supplements,"{""dosage_mg"": 50, ""natural"": false, ""vegan"": false, ""gluten_free"": false, ""third_party_tested"": false, ""contains_melatonin"": false, ""price_per_bottle"": ""$25"", ""capsules_per_bottle"": 30, ""requires_prescription"": false}",Passionflower Supplement is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,3.23,246,2025-01-06
154,Ashwagandha Sleep Blend,Supplements,"{""dosage_mg"": 20, ""natural"": true, ""vegan"": true, ""gluten_free"": true, ""third_party_tested"": true, ""contains_melatonin"": false, ""price_per_bottle"": ""$25"", ""capsules_per_bottle"": 60, ""requires_prescription"": false}",Ashwagandha Sleep Blend is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,4.57,379,2023-08-15
155,L-Theanine Pure,Supplements,"{""dosage_mg"": 10, ""natural"": true, ""vegan"": true, ""gluten_free"": true, ""third_party_tested"": true, ""contains_melatonin"": false, ""price_per_bottle"": ""$12"", ""capsules_per_bottle"": 120, ""requires_prescription"": false}",L-Theanine Pure is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,4.83,293,2024-03-21
156,GABA Supplement,Supplements,"{""dosage_mg"": 20, ""natural"": false, ""vegan"": true, ""gluten_free"": true, ""third_party_tested"": true, ""contains_melatonin"": true, ""price_per_bottle"": ""$12"", ""capsules_per_bottle"": 60, ""requires_prescription"": false}",GABA Supplement is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,4.26,184,2023-09-14
157,Phosphatidylserine,Supplements,"{""dosage_mg"": 500, ""natural"": true, ""vegan"": false, ""gluten_free"": false, ""third_party_tested"": true, ""contains_melatonin"": true, ""price_per_bottle"": ""$12"", ""capsules_per_bottle"": 90, ""requires_prescription"": false}",Phosphatidylserine is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,2.81,128,2024-02-14
158,Chamomile Extract,Supplements,"{""dosage_mg"": 5, ""natural"": false, ""vegan"": true, ""gluten_free"": true, ""third_party_tested"": false, ""contains_melatonin"": true, ""price_per_bottle"": ""$8"", ""capsules_per_bottle"": 60, ""requires_prescription"": false}",Chamomile Extract is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,4.29,176,2023-05-04
159,Lavender Oil,Supplements,"{""dosage_mg"": 10, ""natural"": true, ""vegan"": false, ""gluten_free"": false, ""third_party_tested"": true, ""contains_melatonin"": true, ""price_per_bottle"": ""$15"", ""capsules_per_bottle"": 120, ""requires_prescription"": false}",Lavender Oil is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,4.09,308,2025-03-01
160,Melatonin 5mg,Supplements,"{""dosage_mg"": 500, ""natural"": false, ""vegan"": true, ""gluten_free"": false, ""third_party_tested"": false, ""contains_melatonin"": true, ""price_per_bottle"": ""$20"", ""capsules_per_bottle"": 30, ""requires_prescription"": false}",Melatonin 5mg is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,4.73,471,2023-07-09
161,Magnesium Glycinate,Supplements,"{""dosage_mg"": 200, ""natural"": true, ""vegan"": false, ""gluten_free"": false, ""third_party_tested"": false, ""contains_melatonin"": true, ""price_per_bottle"": ""$12"", ""capsules_per_bottle"": 90, ""requires_prescription"": false}",Magnesium Glycinate is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,4.02,360,2025-03-13
162,Valerian Root Extract,Supplements,"{""dosage_mg"": 5, ""natural"": true, ""vegan"": true, ""gluten_free"": true, ""third_party_tested"": true, ""contains_melatonin"": true, ""price_per_bottle"": ""$8"", ""capsules_per_bottle"": 30, ""requires_prescription"": false}",Valerian Root Extract is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,4.31,128,2023-11-18
163,Passionflower Supplement,Supplements,"{""dosage_mg"": 10, ""natural"": false, ""vegan"": false, ""gluten_free"": true, ""third_party_tested"": true, ""contains_melatonin"": true, ""price_per_bottle"": ""$20"", ""capsules_per_bottle"": 30, ""requires_prescription"": false}",Passionflower Supplement is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,4.58,289,2025-09-02
164,Ashwagandha Sleep Blend,Supplements,"{""dosage_mg"": 50, ""natural"": false, ""vegan"": true, ""gluten_free"": true, ""third_party_tested"": false, ""contains_melatonin"": true, ""price_per_bottle"": ""$15"", ""capsules_per_bottle"": 30, ""requires_prescription"": false}",Ashwagandha Sleep Blend is a premium sleep supplement designed to promote natural sleep onset. Formulated with clinically studied ingredients for safe and effective use.,4.05,271,2025-06-11
